student_hash,company_slug,university_slug,role_title,role_category,year,season,source
08064afdca8d80f6,google,uc-berkeley,Software Engineer Intern,SWE,2024,Summer,synthetic
af4d4b5bd68978eb,google,uc-berkeley,Software Engineer Intern,SWE,2024,Summer,synthetic
c29922bb98d9cfab,google,uc-berkeley,Data Science Intern,Data,2024,Summer,synthetic
f1f8178f480a1aee,google,uc-berkeley,Software Engineer Intern,SWE,2024,Summer,synthetic
786a2ce79940ebd1,google,uc-berkeley,Data Science Intern,Data,2024,Summer,synthetic
b1d7fb38b0e0ad1b,google,uc-berkeley,Product Manager Intern,PM,2024,Summer,synthetic
bfd6237352633847,google,uc-berkeley,Software Engineer Intern,SWE,2024,Summer,synthetic
6c4f5cd3bd0831a5,google,uc-berkeley,Research Intern,Research,2024,Summer,synthetic
319864a9633575e6,google,uc-berkeley,Software Engineer Intern,SWE,2024,Summer,synthetic
e6ab9da82543ec86,google,uc-berkeley,Software Engineer Intern,SWE,2024,Summer,synthetic
aade7b0728df0f8a,google,uc-berkeley,Data Science Intern,Data,2024,Summer,synthetic
0092c96789d1f549,google,uc-berkeley,Software Engineer Intern,SWE,2024,Summer,synthetic
952719d3c0f34279,google,uc-berkeley,Data Science Intern,Data,2024,Summer,synthetic
924414f6eb3c7959,google,mit,Product Manager Intern,PM,2024,Summer,synthetic
02e33174376346d3,google,mit,Software Engineer Intern,SWE,2024,Summer,synthetic
cc116083c2f316d8,google,mit,Software Engineer Intern,SWE,2024,Summer,synthetic
e56263671f16fbe4,google,mit,Software Engineer Intern,SWE,2024,Summer,synthetic
7fdec9e67dab1548,google,mit,Software Engineer Intern,SWE,2024,Summer,synthetic
cf56a2b64e9bfcee,google,mit,Software Engineer Intern,SWE,2024,Summer,synthetic
2738176963635d77,google,mit,Software Engineer Intern,SWE,2024,Summer,synthetic
271c0add55bb6b6b,google,mit,Software Engineer Intern,SWE,2024,Summer,synthetic
3216debb2df95644,google,mit,Software Engineer Intern,SWE,2024,Summer,synthetic
588e7762d658eef5,google,mit,Software Engineer Intern,SWE,2024,Summer,synthetic
fecf6efd59f357e2,google,mit,Software Engineer Intern,SWE,2024,Summer,synthetic
eacff3db11451a20,google,mit,Software Engineer Intern,SWE,2024,Summer,synthetic
5f2412a6f7ff95fb,google,carnegie-mellon,Product Design Intern,Design,2024,Summer,synthetic
d1ab5980f20eebfa,google,carnegie-mellon,Software Engineer Intern,SWE,2024,Summer,synthetic
2c903fa92ecc7e99,google,carnegie-mellon,Software Engineer Intern,SWE,2024,Summer,synthetic
14430332a9a85613,google,carnegie-mellon,Software Engineer Intern,SWE,2024,Summer,synthetic
6410caccc388da95,google,carnegie-mellon,Product Manager Intern,PM,2024,Summer,synthetic
264bde11cda9e67d,google,carnegie-mellon,Software Engineer Intern,SWE,2024,Summer,synthetic
dff88030705b4fad,google,carnegie-mellon,Software Engineer Intern,SWE,2024,Summer,synthetic
d381acba22f2cde9,google,carnegie-mellon,Research Intern,Research,2024,Summer,synthetic
3b73a7dedb70f51c,google,ucla,Software Engineer Intern,SWE,2024,Summer,synthetic
0e3e8da73bfbbb3f,google,ucla,Product Manager Intern,PM,2024,Summer,synthetic
e0e9d8193e9fa1b2,google,ucla,Data Science Intern,Data,2024,Summer,synthetic
629136775cf1823d,google,ucla,Data Science Intern,Data,2024,Summer,synthetic
9cb6bc4472ec0d92,google,ucla,Software Engineer Intern,SWE,2024,Summer,synthetic
222006281e482f0e,google,ucla,Software Engineer Intern,SWE,2024,Summer,synthetic
e496c01fa3c1570f,google,ucla,Software Engineer Intern,SWE,2024,Summer,synthetic
86ed32dd0a12fbb3,google,ucla,Software Engineer Intern,SWE,2024,Summer,synthetic
e57269f89bdd5975,google,uw-seattle,Product Design Intern,Design,2024,Summer,synthetic
df021f9a669edf72,google,uw-seattle,Data Science Intern,Data,2024,Summer,synthetic
3365ac298aa5f8e5,google,uw-seattle,Software Engineer Intern,SWE,2024,Summer,synthetic
01a0f530cab14d4f,google,uw-seattle,Product Manager Intern,PM,2024,Summer,synthetic
e0bd84811e3d6790,google,uw-seattle,Software Engineer Intern,SWE,2024,Summer,synthetic
fab7181c3259c7e8,google,uw-seattle,Product Design Intern,Design,2024,Summer,synthetic
4389bb28495c6bec,google,uw-seattle,Software Engineer Intern,SWE,2024,Summer,synthetic
ef363901a20582fc,google,umich,Software Engineer Intern,SWE,2024,Summer,synthetic
d373d6408ec07cfb,google,umich,Software Engineer Intern,SWE,2024,Summer,synthetic
100af840b99f8c75,google,umich,Software Engineer Intern,SWE,2024,Summer,synthetic
4c7eb16fcf26feee,google,umich,Software Engineer Intern,SWE,2024,Summer,synthetic
be46a9658cde111b,google,umich,Data Science Intern,Data,2024,Summer,synthetic
17f4c9ad7a3e1a6d,google,umich,Software Engineer Intern,SWE,2024,Summer,synthetic
2c1b46c2946b46ec,google,georgia-tech,Research Intern,Research,2024,Summer,synthetic
3e2da9d23d8bc2a4,google,georgia-tech,Software Engineer Intern,SWE,2024,Summer,synthetic
02933bf83c5fcdec,google,georgia-tech,Software Engineer Intern,SWE,2024,Summer,synthetic
ca5282aaf7bf8a5a,google,georgia-tech,Software Engineer Intern,SWE,2024,Summer,synthetic
6669f1757f83fc77,google,georgia-tech,Software Engineer Intern,SWE,2024,Summer,synthetic
35896aaac18ab3a3,google,uiuc,Data Science Intern,Data,2024,Summer,synthetic
addbd92021401e4b,google,uiuc,Software Engineer Intern,SWE,2024,Summer,synthetic
131bda98bd16d6e0,google,uiuc,Software Engineer Intern,SWE,2024,Summer,synthetic
55c0541d88a83495,google,uiuc,Software Engineer Intern,SWE,2024,Summer,synthetic
9ab521c9c3bc286c,google,uiuc,Research Intern,Research,2024,Summer,synthetic
38dde0257e9af4ec,google,uiuc,Software Engineer Intern,SWE,2024,Summer,synthetic
b3e0809197c8ab20,google,uwaterloo,Data Science Intern,Data,2024,Summer,synthetic
fcd5632c5a0122fe,google,uwaterloo,Software Engineer Intern,SWE,2024,Summer,synthetic
444c698c78b23e9c,google,uwaterloo,Product Manager Intern,PM,2024,Summer,synthetic
ca347aebccef27bf,google,uwaterloo,Product Manager Intern,PM,2024,Summer,synthetic
f38f4e01fe4d0e52,google,uwaterloo,Software Engineer Intern,SWE,2024,Summer,synthetic
bf17e325fb230493,google,uwaterloo,Software Engineer Intern,SWE,2024,Summer,synthetic
74180dc01f132e79,google,uwaterloo,Software Engineer Intern,SWE,2024,Summer,synthetic
f92d01b109fe4b8b,google,uwaterloo,Software Engineer Intern,SWE,2024,Summer,synthetic
bef045a72d84a15a,google,uwaterloo,Software Engineer Intern,SWE,2024,Summer,synthetic
287db915b0f89880,google,ut-austin,Research Intern,Research,2024,Summer,synthetic
431dfd1fed5449c3,google,ut-austin,Data Science Intern,Data,2024,Summer,synthetic
7a93a578ab7e7885,google,ut-austin,Software Engineer Intern,SWE,2024,Summer,synthetic
2b64e191490eb544,google,ut-austin,Software Engineer Intern,SWE,2024,Summer,synthetic
7ac08ff8226b2209,google,nyu,Product Design Intern,Design,2024,Summer,synthetic
87b6874c6a9993bc,google,nyu,Data Science Intern,Data,2024,Summer,synthetic
aeb0f505a68f84e1,google,nyu,Software Engineer Intern,SWE,2024,Summer,synthetic
86c45aad85f153f9,google,usc,Software Engineer Intern,SWE,2024,Summer,synthetic
063a31aa7576fdaa,google,usc,Software Engineer Intern,SWE,2024,Summer,synthetic
4f49325ce1984094,google,usc,Product Manager Intern,PM,2024,Summer,synthetic
a4216eae4400b9f4,google,ubc,Software Engineer Intern,SWE,2024,Summer,synthetic
adbf874a119bf800,meta,stanford,Software Engineer Intern,SWE,2024,Summer,synthetic
db857ef08749b01c,meta,stanford,Software Engineer Intern,SWE,2024,Summer,synthetic
33f44ebf34042512,meta,stanford,Research Intern,Research,2024,Summer,synthetic
09c8b45a34c7af11,meta,stanford,Data Science Intern,Data,2024,Summer,synthetic
fe8dbf166be7319c,meta,stanford,Software Engineer Intern,SWE,2024,Summer,synthetic
cf05b9f9719ddd8d,meta,stanford,Software Engineer Intern,SWE,2024,Summer,synthetic
c307db02a0126e14,meta,stanford,Software Engineer Intern,SWE,2024,Summer,synthetic
140a68746128de72,meta,stanford,Software Engineer Intern,SWE,2024,Summer,synthetic
7b65e332b67612be,meta,stanford,Product Manager Intern,PM,2024,Summer,synthetic
a752bf352b9feb1c,meta,stanford,Data Science Intern,Data,2024,Summer,synthetic
8d22a4fae9a09bab,meta,stanford,Research Intern,Research,2024,Summer,synthetic
15dede7eaa72f0e7,meta,stanford,Software Engineer Intern,SWE,2024,Summer,synthetic
883979df000226d9,meta,stanford,Software Engineer Intern,SWE,2024,Summer,synthetic
5ef43b31712ad59b,meta,uc-berkeley,Product Design Intern,Design,2024,Summer,synthetic
d2341ac38c3568f4,meta,uc-berkeley,Software Engineer Intern,SWE,2024,Summer,synthetic
1201b1c0b2f54aae,meta,uc-berkeley,Software Engineer Intern,SWE,2024,Summer,synthetic
6be4cac9c1ecbeb4,meta,uc-berkeley,Software Engineer Intern,SWE,2024,Summer,synthetic
9a61dfaed5fc9895,meta,uc-berkeley,Research Intern,Research,2024,Summer,synthetic
0cfef578ff4daa91,meta,uc-berkeley,Product Design Intern,Design,2024,Summer,synthetic
381cd5d1a8bffc9a,meta,uc-berkeley,Product Manager Intern,PM,2024,Summer,synthetic
de3ef03313a5d0b2,meta,uc-berkeley,Product Manager Intern,PM,2024,Summer,synthetic
7dfb42c51b0b112f,meta,uc-berkeley,Product Manager Intern,PM,2024,Summer,synthetic
9fdd0f9f20b6b4a8,meta,uc-berkeley,Software Engineer Intern,SWE,2024,Summer,synthetic
252d0c278dd7dd84,meta,uc-berkeley,Product Manager Intern,PM,2024,Summer,synthetic
1a51326c7bd45824,meta,uc-berkeley,Software Engineer Intern,SWE,2024,Summer,synthetic
57f3996440e5c615,meta,uc-berkeley,Data Science Intern,Data,2024,Summer,synthetic
68c2713e9e139497,meta,uc-berkeley,Software Engineer Intern,SWE,2024,Summer,synthetic
3dcf2e6062c0d6f5,meta,uc-berkeley,Software Engineer Intern,SWE,2024,Summer,synthetic
666d580994a4094c,meta,carnegie-mellon,Software Engineer Intern,SWE,2024,Summer,synthetic
6ae8456faa302145,meta,carnegie-mellon,Software Engineer Intern,SWE,2024,Summer,synthetic
aa6dd92bcdd3870c,meta,carnegie-mellon,Software Engineer Intern,SWE,2024,Summer,synthetic
bd75a2b7eea6a634,meta,carnegie-mellon,Software Engineer Intern,SWE,2024,Summer,synthetic
89273692138b453a,meta,carnegie-mellon,Product Manager Intern,PM,2024,Summer,synthetic
7ea9b3ea6c2d25fa,meta,carnegie-mellon,Software Engineer Intern,SWE,2024,Summer,synthetic
3ee17500801e94ec,meta,carnegie-mellon,Software Engineer Intern,SWE,2024,Summer,synthetic
2b6c7e11d0abd9c2,meta,carnegie-mellon,Software Engineer Intern,SWE,2024,Summer,synthetic
ba464b30f026e145,meta,mit,Software Engineer Intern,SWE,2024,Summer,synthetic
589f91b504811b20,meta,mit,Software Engineer Intern,SWE,2024,Summer,synthetic
5936cd288fbba33f,meta,mit,Software Engineer Intern,SWE,2024,Summer,synthetic
52bcc40f8469bcd2,meta,mit,Software Engineer Intern,SWE,2024,Summer,synthetic
66717c10cee2641e,meta,mit,Product Manager Intern,PM,2024,Summer,synthetic
f3b380c622b25e98,meta,mit,Data Science Intern,Data,2024,Summer,synthetic
23e08c585c3435c6,meta,mit,Software Engineer Intern,SWE,2024,Summer,synthetic
ab3db4111eb59e08,meta,mit,Software Engineer Intern,SWE,2024,Summer,synthetic
d975ba9de3ebfbcd,meta,uw-seattle,Software Engineer Intern,SWE,2024,Summer,synthetic
21fab20173b26c14,meta,uw-seattle,Software Engineer Intern,SWE,2024,Summer,synthetic
2da1b854be08b06e,meta,uw-seattle,Product Manager Intern,PM,2024,Summer,synthetic
32cbc1bc0cf0f2da,meta,uw-seattle,Software Engineer Intern,SWE,2024,Summer,synthetic
221bf381e59f1249,meta,uw-seattle,Software Engineer Intern,SWE,2024,Summer,synthetic
8429e51a1dfd49f2,meta,uw-seattle,Data Science Intern,Data,2024,Summer,synthetic
786e2b64f26491cc,meta,ucla,Product Manager Intern,PM,2024,Summer,synthetic
586ddf32d00aed16,meta,ucla,Software Engineer Intern,SWE,2024,Summer,synthetic
19cf6711b10e1814,meta,ucla,Software Engineer Intern,SWE,2024,Summer,synthetic
f0d2c3b85736cb8b,meta,ucla,Product Manager Intern,PM,2024,Summer,synthetic
bdc1ea17913f5cc8,meta,uiuc,Software Engineer Intern,SWE,2024,Summer,synthetic
fc2f80e3f92f1b6d,meta,uiuc,Software Engineer Intern,SWE,2024,Summer,synthetic
3ec0485318e49164,meta,uiuc,Software Engineer Intern,SWE,2024,Summer,synthetic
0458e4864c4efaaa,meta,uiuc,Software Engineer Intern,SWE,2024,Summer,synthetic
cee33f2214bc4c50,meta,uiuc,Software Engineer Intern,SWE,2024,Summer,synthetic
685678e9d5bda0f9,meta,uiuc,Software Engineer Intern,SWE,2024,Summer,synthetic
bf0b8539a8e8e15b,meta,upenn,Software Engineer Intern,SWE,2024,Summer,synthetic
5f3c5399d6aef337,meta,upenn,Data Science Intern,Data,2024,Summer,synthetic
cabe4124fc44c52f,meta,upenn,Data Science Intern,Data,2024,Summer,synthetic
da59c9ff5742baad,meta,upenn,Software Engineer Intern,SWE,2024,Summer,synthetic
5e3f7a22340fb2a9,meta,upenn,Product Manager Intern,PM,2024,Summer,synthetic
2a859e9bc521dece,meta,uwaterloo,Software Engineer Intern,SWE,2024,Summer,synthetic
d6e9a7fe83967045,meta,uwaterloo,Software Engineer Intern,SWE,2024,Summer,synthetic
11eeaf02cf97e069,meta,uwaterloo,Product Manager Intern,PM,2024,Summer,synthetic
f160162b381ada6f,meta,uwaterloo,Software Engineer Intern,SWE,2024,Summer,synthetic
fb18bec99e9c4795,meta,uwaterloo,Software Engineer Intern,SWE,2024,Summer,synthetic
dfbe0305c2c24208,meta,uwaterloo,Software Engineer Intern,SWE,2024,Summer,synthetic
f76a19792dcfabfb,meta,ut-austin,Product Design Intern,Design,2024,Summer,synthetic
965378d3447d5c9b,meta,ut-austin,Software Engineer Intern,SWE,2024,Summer,synthetic
13231bff6effdf58,meta,ut-austin,Software Engineer Intern,SWE,2024,Summer,synthetic
c879abecdd7ff24d,meta,ut-austin,Software Engineer Intern,SWE,2024,Summer,synthetic
dd47df2acc6dbc19,meta,usc,Data Science Intern,Data,2024,Summer,synthetic
f16ba699bed7ddac,meta,usc,Software Engineer Intern,SWE,2024,Summer,synthetic
2ad128ea2d8e16d4,meta,usc,Product Manager Intern,PM,2024,Summer,synthetic
14acaf62051b797d,meta,u-toronto,Software Engineer Intern,SWE,2024,Summer,synthetic
a384c04f28c0f8fd,meta,northeastern,Research Intern,Research,2024,Summer,synthetic
788f96f05e4dd4e6,apple,stanford,Software Engineer Intern,SWE,2024,Summer,synthetic
46e7e578f03a35b3,apple,stanford,Product Manager Intern,PM,2024,Summer,synthetic
2653c3c6bb9cea70,apple,stanford,Software Engineer Intern,SWE,2024,Summer,synthetic
bc001c121e6f998a,apple,stanford,Software Engineer Intern,SWE,2024,Summer,synthetic
3a5602157586e042,apple,stanford,Software Engineer Intern,SWE,2024,Summer,synthetic
bea903b4b6eb380d,apple,stanford,Data Science Intern,Data,2024,Summer,synthetic
54843bf6aedd81b5,apple,stanford,Software Engineer Intern,SWE,2024,Summer,synthetic
4f3e66da5b027bc4,apple,stanford,Research Intern,Research,2024,Summer,synthetic
5c82fabc2b6c800a,apple,stanford,Software Engineer Intern,SWE,2024,Summer,synthetic
27901a9869eb2fa2,apple,stanford,Software Engineer Intern,SWE,2024,Summer,synthetic
7fe63aa76ee99792,apple,stanford,Software Engineer Intern,SWE,2024,Summer,synthetic
c3a4de87ddd22d62,apple,stanford,Product Manager Intern,PM,2024,Summer,synthetic
c64297dd0f1246b8,apple,stanford,Software Engineer Intern,SWE,2024,Summer,synthetic
f39d816a3e1944cc,apple,uc-berkeley,Data Science Intern,Data,2024,Summer,synthetic
110e9f768952567b,apple,uc-berkeley,Software Engineer Intern,SWE,2024,Summer,synthetic
415725e7c6f5a902,apple,uc-berkeley,Software Engineer Intern,SWE,2024,Summer,synthetic
8a6b6078edb1dba0,apple,uc-berkeley,Software Engineer Intern,SWE,2024,Summer,synthetic
1b45c7c4ea44702b,apple,uc-berkeley,Software Engineer Intern,SWE,2024,Summer,synthetic
9fcda9a3149ce39e,apple,uc-berkeley,Software Engineer Intern,SWE,2024,Summer,synthetic
36700a1c0bee2787,apple,uc-berkeley,Software Engineer Intern,SWE,2024,Summer,synthetic
55c4e13feedbfa80,apple,uc-berkeley,Product Design Intern,Design,2024,Summer,synthetic
fe43b08f7565938c,apple,ucla,Product Manager Intern,PM,2024,Summer,synthetic
7c9af5ed2d88cb1a,apple,ucla,Software Engineer Intern,SWE,2024,Summer,synthetic
1d592f973081361e,apple,ucla,Software Engineer Intern,SWE,2024,Summer,synthetic
d1717c3bf18b1b7c,apple,ucla,Product Manager Intern,PM,2024,Summer,synthetic
0d3277453088a152,apple,ucla,Software Engineer Intern,SWE,2024,Summer,synthetic
2e2014bcafd54fd7,apple,ucla,Software Engineer Intern,SWE,2024,Summer,synthetic
59d44ff7d9020952,apple,ucla,Product Manager Intern,PM,2024,Summer,synthetic
0caefab65312413e,apple,usc,Software Engineer Intern,SWE,2024,Summer,synthetic
1c0928e9f14fd8d2,apple,usc,Research Intern,Research,2024,Summer,synthetic
79dcfcca3a2c47fb,apple,usc,Research Intern,Research,2024,Summer,synthetic
9525bf54a5e55770,apple,usc,Software Engineer Intern,SWE,2024,Summer,synthetic
26f0f9fea19a2206,apple,usc,Software Engineer Intern,SWE,2024,Summer,synthetic
50ef510cba3e51b9,apple,usc,Software Engineer Intern,SWE,2024,Summer,synthetic
68fbbfb0ba389ccb,apple,carnegie-mellon,Data Science Intern,Data,2024,Summer,synthetic
8a6ae04866149a61,apple,carnegie-mellon,Data Science Intern,Data,2024,Summer,synthetic
253806c9bee823ae,apple,carnegie-mellon,Software Engineer Intern,SWE,2024,Summer,synthetic
6cac84b9a1358530,apple,carnegie-mellon,Software Engineer Intern,SWE,2024,Summer,synthetic
b00e8d0121392354,apple,carnegie-mellon,Data Science Intern,Data,2024,Summer,synthetic
03855e2c30f599ca,apple,carnegie-mellon,Product Manager Intern,PM,2024,Summer,synthetic
a359b43f2783f915,apple,carnegie-mellon,Software Engineer Intern,SWE,2024,Summer,synthetic
73419cceafedeca7,apple,carnegie-mellon,Research Intern,Research,2024,Summer,synthetic
4f4b043b7b392824,apple,carnegie-mellon,Product Manager Intern,PM,2024,Summer,synthetic
f81fe5e7bf383141,apple,mit,Data Science Intern,Data,2024,Summer,synthetic
58871c13689dc1ab,apple,mit,Software Engineer Intern,SWE,2024,Summer,synthetic
9db89cc09ce64ba4,apple,mit,Product Manager Intern,PM,2024,Summer,synthetic
602e7510339d56b2,apple,mit,Product Design Intern,Design,2024,Summer,synthetic
c238cac2ee0e35f7,apple,mit,Software Engineer Intern,SWE,2024,Summer,synthetic
9a7ceb6751c81479,apple,uc-san-diego,Software Engineer Intern,SWE,2024,Summer,synthetic
06a3313d6ecd0af3,apple,uc-san-diego,Software Engineer Intern,SWE,2024,Summer,synthetic
3196e512e35ea03d,apple,uc-san-diego,Software Engineer Intern,SWE,2024,Summer,synthetic
7bdca6d0419ea7b4,apple,uc-san-diego,Software Engineer Intern,SWE,2024,Summer,synthetic
d04bfda7914736dc,apple,georgia-tech,Software Engineer Intern,SWE,2024,Summer,synthetic
44ddbf74a16dfa49,apple,georgia-tech,Software Engineer Intern,SWE,2024,Summer,synthetic
d8aca9aba53df4fc,apple,georgia-tech,Software Engineer Intern,SWE,2024,Summer,synthetic
504f5c56898fc279,apple,georgia-tech,Software Engineer Intern,SWE,2024,Summer,synthetic
bb4a95f1fb9db5ee,apple,georgia-tech,Product Design Intern,Design,2024,Summer,synthetic
5369813d124c9eae,apple,ut-austin,Software Engineer Intern,SWE,2024,Summer,synthetic
bd15b96071143ec0,apple,ut-austin,Software Engineer Intern,SWE,2024,Summer,synthetic
f47cc732958396e6,apple,ut-austin,Software Engineer Intern,SWE,2024,Summer,synthetic
eeb15cfea0adf925,apple,ut-austin,Software Engineer Intern,SWE,2024,Summer,synthetic
195e7663969ae20a,apple,uiuc,Software Engineer Intern,SWE,2024,Summer,synthetic
aa2115349ce5bf0a,apple,uiuc,Software Engineer Intern,SWE,2024,Summer,synthetic
ad61cba86639e523,apple,uiuc,Product Manager Intern,PM,2024,Summer,synthetic
042c1679ef323c2e,apple,uiuc,Software Engineer Intern,SWE,2024,Summer,synthetic
c29aa9f699eba537,apple,caltech,Software Engineer Intern,SWE,2024,Summer,synthetic
8bf0f275f1e17aba,microsoft,uw-seattle,Product Design Intern,Design,2024,Summer,synthetic
e4ed77e27f8932c5,microsoft,uw-seattle,Software Engineer Intern,SWE,2024,Summer,synthetic
8e0dc4d034589e47,microsoft,uw-seattle,Data Science Intern,Data,2024,Summer,synthetic
c8e53666fcfc482d,microsoft,uw-seattle,Software Engineer Intern,SWE,2024,Summer,synthetic
65f6020bfbd054bb,microsoft,uw-seattle,Software Engineer Intern,SWE,2024,Summer,synthetic
0a8b474f9ffefed0,microsoft,uw-seattle,Software Engineer Intern,SWE,2024,Summer,synthetic
c7cac6b905bf91e3,microsoft,uw-seattle,Software Engineer Intern,SWE,2024,Summer,synthetic
b7e24d53b4990d54,microsoft,uw-seattle,Data Science Intern,Data,2024,Summer,synthetic
f572c92d73ab2bd6,microsoft,uw-seattle,Data Science Intern,Data,2024,Summer,synthetic
6d7b87f24cd5201a,microsoft,uw-seattle,Data Science Intern,Data,2024,Summer,synthetic
64fbcbefce3e26f9,microsoft,uw-seattle,Data Science Intern,Data,2024,Summer,synthetic
c9445a6668251ca5,microsoft,uw-seattle,Software Engineer Intern,SWE,2024,Summer,synthetic
2ee2e4a8745f0466,microsoft,uw-seattle,Software Engineer Intern,SWE,2024,Summer,synthetic
36e75b8b23a54062,microsoft,uw-seattle,Software Engineer Intern,SWE,2024,Summer,synthetic
2eecf6bf2c5ca9ad,microsoft,uw-seattle,Data Science Intern,Data,2024,Summer,synthetic
6b2d095c1a2fd455,microsoft,uw-seattle,Data Science Intern,Data,2024,Summer,synthetic
18c8515c1da0051f,microsoft,uw-seattle,Software Engineer Intern,SWE,2024,Summer,synthetic
16ca04a1c47f60ab,microsoft,uw-seattle,Software Engineer Intern,SWE,2024,Summer,synthetic
47019f7f828dcd64,microsoft,uw-seattle,Software Engineer Intern,SWE,2024,Summer,synthetic
bb377e154c196ae7,microsoft,carnegie-mellon,Data Science Intern,Data,2024,Summer,synthetic
a1eff8b7a841622e,microsoft,carnegie-mellon,Research Intern,Research,2024,Summer,synthetic
1be5768f7c17725f,microsoft,carnegie-mellon,Data Science Intern,Data,2024,Summer,synthetic
b6add1b0136d97cf,microsoft,carnegie-mellon,Data Science Intern,Data,2024,Summer,synthetic
48ea52ee2ac26810,microsoft,carnegie-mellon,Software Engineer Intern,SWE,2024,Summer,synthetic
bfc528b466d0164c,microsoft,carnegie-mellon,Product Manager Intern,PM,2024,Summer,synthetic
e004dad38f126661,microsoft,carnegie-mellon,Software Engineer Intern,SWE,2024,Summer,synthetic
1be9fc0b44dcbc23,microsoft,carnegie-mellon,Product Design Intern,Design,2024,Summer,synthetic
7aa76609402d2908,microsoft,carnegie-mellon,Data Science Intern,Data,2024,Summer,synthetic
1ec76cc1e5f7fc14,microsoft,carnegie-mellon,Data Science Intern,Data,2024,Summer,synthetic
c5213c3f910ff82f,microsoft,carnegie-mellon,Data Science Intern,Data,2024,Summer,synthetic
0dc58fe209a8c3b2,microsoft,carnegie-mellon,Software Engineer Intern,SWE,2024,Summer,synthetic
7923f6e797620abb,microsoft,carnegie-mellon,Data Science Intern,Data,2024,Summer,synthetic
236f2ddf9a2156d0,microsoft,mit,Data Science Intern,Data,2024,Summer,synthetic
7a4bd071a55a4733,microsoft,mit,Data Science Intern,Data,2024,Summer,synthetic
33df456a11dfc8a8,microsoft,mit,Software Engineer Intern,SWE,2024,Summer,synthetic
3ec38e889faa19fc,microsoft,mit,Data Science Intern,Data,2024,Summer,synthetic
17409cea5e708af3,microsoft,mit,Software Engineer Intern,SWE,2024,Summer,synthetic
68a1b08ceaaa55bd,microsoft,mit,Software Engineer Intern,SWE,2024,Summer,synthetic
ee6c93b11a0ed8bb,microsoft,mit,Data Science Intern,Data,2024,Summer,synthetic
99b4915e41898b52,microsoft,uc-berkeley,Software Engineer Intern,SWE,2024,Summer,synthetic
21d60917da2907fc,microsoft,uc-berkeley,Software Engineer Intern,SWE,2024,Summer,synthetic
075f2c57f2afdbd6,microsoft,uc-berkeley,Software Engineer Intern,SWE,2024,Summer,synthetic
6bc8606db258f68f,microsoft,uc-berkeley,Data Science Intern,Data,2024,Summer,synthetic
9c6b306a1a879342,microsoft,uc-berkeley,Research Intern,Research,2024,Summer,synthetic
c69a87bc8a28bc71,microsoft,uc-berkeley,Software Engineer Intern,SWE,2024,Summer,synthetic
86f27ebb32c2b7db,microsoft,uiuc,Software Engineer Intern,SWE,2024,Summer,synthetic
d6c22ae6cc0a3462,microsoft,uiuc,Research Intern,Research,2024,Summer,synthetic
84a5fa8b79d01ede,microsoft,uiuc,Software Engineer Intern,SWE,2024,Summer,synthetic
3d7478f9fc237894,microsoft,uiuc,Product Design Intern,Design,2024,Summer,synthetic
13c782b71e3e43aa,microsoft,uiuc,Software Engineer Intern,SWE,2024,Summer,synthetic
4891bb65f7ce1ab5,microsoft,uiuc,Research Intern,Research,2024,Summer,synthetic
